screen_name,text,sentiment,score,time
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/40meOyzXDh,neutral,0,Wed Apr 20 23:37:17 +0000 2016
ExpressHatred,Bernie Sanders' 'War' On &lt;b&gt;Climate Change&lt;/b&gt; Would Sharply Boost CO2… https://t.co/pEYfyOyEev #ExpressHatred,neutral,0,Wed Apr 20 20:59:04 +0000 2016
TheNukeNewsBot,Bernie Sanders' 'War' On Climate Change Would Sharply Boost CO2 Emissions https://t.co/jEhVnRB6UO,positive,0.357448,Wed Apr 20 20:27:38 +0000 2016
WalterDaniels17,Bernie Sanders’ ‘War’ On Climate Change Would Sharply Boost CO2 Emissions https://t.co/WCBkEzqeM2,positive,0.41857,Wed Apr 20 20:20:26 +0000 2016
BSEEC,Bernie Sanders' 'War' On Climate Change Would Sharply Boost CO2 Emissions https://t.co/VQKrFAE0uW via @IBDeditorials,positive,0.360064,Thu Apr 21 13:58:13 +0000 2016
EagleStarNET,Bernie Sanders' 'War' On Climate Change Would Sharply Boost CO2 Emissions https://t.co/ZEqBOFRn7i,positive,0.357448,Wed Apr 20 20:10:41 +0000 2016
IBDeditorials,Bernie Sanders’ ‘War’ On Climate Change Would Sharply Boost CO2 Emissions https://t.co/8LohuSlKCJ #tcot #tlot,positive,0.249592,Wed Apr 20 19:58:11 +0000 2016
BeyondReasonR,Wait...What? Yes it's true... https://t.co/ccwYwZUKeK,positive,0.541044,Thu Apr 21 18:40:20 +0000 2016
PatrioticGeek,Bernie Sanders’ ‘War’ On Climate Change Would Sharply Boost CO2 Emissions: Elections: Bernie Sanders gets enth... https://t.co/AojEI7HGz8,positive,0.372692,Wed Apr 20 19:57:14 +0000 2016
TeamProgressiv,"Bernie Sanders is the best chance in decades to reduce income inequality, raise the middle class, and act on climate change and education.",positive,0.60708,Wed Apr 20 18:10:09 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/nfsyxBz8NB,neutral,0,Wed Apr 20 16:09:23 +0000 2016
Nuclear_policy,.@IBD EDITORIAL: Why does  Sanders seek to phase out essential tool to fight climate change? #nuclear #ActOnClimate  https://t.co/Dxc8t2ItAy,neutral,0,Thu Apr 21 13:05:55 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/Rser7XOmKm,neutral,0,Wed Apr 20 14:28:43 +0000 2016
GreenJobsNY,#BernieSanders has a pretty good platform on Environmental Racism and Climate Change https://t.co/UOjqNl4bW0,positive,0.755432,Thu Apr 21 11:20:45 +0000 2016
SystemsChaos,Bernie Sanders’ ‘War’ On Climate Change Would Sharply Boost CO2 Emissions | Stock News &amp; Stock Market Analysis - IBD https://t.co/gv989UoCZf,positive,0.553451,Thu Apr 21 02:45:45 +0000 2016
tsigos,Bernie Sanders on climate change. Guess what: #Bernie is right! #Bernie2016 https://t.co/NzhxIZRsV9,positive,0.557311,Thu Apr 21 07:55:46 +0000 2016
JordanBergey,"When considering climate change, I'd go so far as to say, the fate of the human race may depend on Bernie Sanders being elected president.",neutral,0,Wed Apr 20 10:40:14 +0000 2016
Climate_Watcher,Bernie Sanders' 'War' On Climate Change Would Sharply Boost CO2 Emissions: Elections: Bernie Sanders gets enth... https://t.co/9Kr72IN0mi,positive,0.291486,Wed Apr 20 21:39:23 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/2gq3kqOAao,neutral,0,Wed Apr 20 03:26:06 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/IZzYz0YMQw,neutral,0,Tue Apr 19 22:01:12 +0000 2016
danvzla,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  https://t.co/etwhIJC9TP,negative,-0.308107,Wed Apr 20 03:40:38 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/qzRdR1PpYM,neutral,0,Tue Apr 19 18:49:12 +0000 2016
SPACEDOGRADIO,"Empire State- Feel the Bern! Senator Bernie Sanders on Trump, Marijuana and Climate Change https://t.co/ZMmKSyxebS via @YouTube",positive,0.214894,Tue Apr 19 16:09:35 +0000 2016
ergoinfo,Bernie Sanders’ ‘War’ On Climate Change Would Sharply Boost CO2 Emissions https://t.co/TEnuYd5G7y,positive,0.41857,Wed Apr 20 19:50:34 +0000 2016
iamloviedo,"I liked a @YouTube video https://t.co/lnK2783Cz9 Senator Bernie Sanders on Trump, Marijuana and Climate Change",positive,0.480617,Tue Apr 19 03:55:33 +0000 2016
LVSASSOCIATES,Bernie Sanders(D)..We're with YOU Bernie and your stance on CLIMATE CHANGE! https://t.co/G1MqoEb6eY,positive,0.59195,Wed Apr 20 16:36:07 +0000 2016
MyClubEco_GDC,Where do Hillary and Bernie stand on environmental issues? @newsweek lays out the facts: https://t.co/xMj3NPFeOX https://t.co/RB1ZbV5fh1,negative,-0.402884,Wed Apr 20 15:56:04 +0000 2016
onecaliberal,Bernie Sanders and Al Gore on climate change (3/21/2007) - Democratic Underground https://t.co/Zak9LKqcTj via @demunderground,neutral,0,Tue Apr 19 00:08:54 +0000 2016
sarahelabance,Where do Bernie and Hillary stand on the #environment? https://t.co/Nq1kCY4CjE #climate #fracking #FeeltheBern #WhichHillary,negative,-0.431896,Tue Apr 19 01:48:39 +0000 2016
Una_Adelita,Bernie flight to Rome berns gallons of fuel hrs after attacking Clinton on climate  change. https://t.co/4eaJzzIVHg via @MailOnline,negative,-0.372316,Wed Apr 20 13:47:38 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/xVuEPGoUwN,neutral,0,Tue Apr 19 16:53:00 +0000 2016
LVSASSOCIATES,"Bernie Sanders(D)...Bernie; ""You Can't Lose"" with your stance on CLIMATE CHANGE/No Fracking!#uvbphotochromics https://t.co/nuSbrnd3O0",neutral,0,Tue Apr 19 17:28:09 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/GkjJI4T8Gl,neutral,0,Mon Apr 18 22:00:47 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/KmJtTmLWwU,neutral,0,Tue Apr 19 20:09:36 +0000 2016
TS4Obama,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary on climate change #ImWithHer  https://t.co/8boEhWLxIQ,neutral,0,Mon Apr 18 16:55:04 +0000 2016
EJinAction,Breaking down Clinton and Sanders's opposing philosophies on climate change https://t.co/sYHzGdZZLF @EJinAction https://t.co/4TzvC3CKJr,negative,-0.772829,Tue Apr 19 18:50:22 +0000 2016
kaleekreider,Interesting exploration of Bernie Sanders' complicated stance on #ActOnClimate Reporting from @KFJ_FP  https://t.co/IqtvkUs9sj,positive,0.823749,Mon Apr 18 13:13:37 +0000 2016
ramadeyrao,BS takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  | via https://t.co/2T4NW7Pf2p,negative,-0.335911,Mon Apr 18 02:36:59 +0000 2016
McBenefit,Bernie takes private jet for 24-hr Vatican trip after attacking Hillary on climate change  https://t.co/VhY5EKFzzk,negative,-0.292405,Mon Apr 18 03:12:56 +0000 2016
bilRBE,"The Clinton-Sanders exchange on climate change was a dumpster fire https://t.co/3tmFhG4mXJ Bernie -D, Hillary -C!",negative,-0.218475,Mon Apr 18 02:18:13 +0000 2016
cfang27,@BernieSanders it is clear who is the progressive on climate change:  https://t.co/gwDPiuDibt via @wordpressdotcom,positive,0.614782,Tue Apr 19 14:46:51 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/6vaYymddVe,neutral,0,Mon Apr 18 01:54:09 +0000 2016
klein5jen,@JoeTheTerrorist Tell you what. We can trade tweets once you read this: https://t.co/06B6cMSV8R ALL OF IT. Then this https://t.co/xb5mbJ0YQY,positive,0.23662,Mon Apr 18 01:05:07 +0000 2016
SolidBlue2012,Bernie Sanders took private jet 4 Vatican trip after attacking Hillary on climate change #ImWithHer #NYPrimary   https://t.co/OH6HHX1iTr,neutral,0,Mon Apr 18 00:38:33 +0000 2016
NukeSqrrrl,Bernie Sanders and Jimmy Kimmel discuss importance of action on climate change https://t.co/slNZ81Ghre,positive,0.513623,Mon Apr 18 22:27:19 +0000 2016
JohnWesleyShipp,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  https://t.co/DiVWezIJCk,negative,-0.308107,Mon Apr 18 23:36:06 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/e6OclrOjct,neutral,0,Sun Apr 17 23:24:06 +0000 2016
Aroyaldmd,Bernie Sanders takes private jet 24-hour trip Vatican aftr attacking Hillary on climate change  | via @telegraphnews https://t.co/sRBvAR5BYE,neutral,0,Sun Apr 17 23:23:33 +0000 2016
c_barone,Sanders takes private jet for 24-he trip to Vatican after attacking Clinton on climate change  | via @telegraphnews https://t.co/UknelPeaXy,neutral,0,Mon Apr 18 20:46:37 +0000 2016
srcorrespondent,‘Fractivists’ Increase Pressure on Hillary Clinton and Bernie Sanders in New York https://t.co/AItXkRGUaV @tripgabriel reports,negative,-0.242206,Mon Apr 18 18:15:30 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/Pkze0gfQWM,neutral,0,Mon Apr 18 02:27:12 +0000 2016
Alta_Pipelines,Bernie Sanders supporter Darletta Scruggs takes on Fox News Neil Cavuto and wins | @scoopit https://t.co/497mQdpTgd,positive,0.641635,Mon Apr 18 04:03:57 +0000 2016
JackWolf57,Bernie Sanders on Climate Change and Fracking https://t.co/vXh2OdzJPI via @YouTube,negative,-0.424063,Mon Apr 18 01:16:41 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9fOUI https://t.co/q0uGSdYSuF,neutral,0,Sun Apr 17 23:41:16 +0000 2016
Brkredman,@TarekFatah but even america's quantum physicist Bernie sanders blames terrorism on climate change. Lol,negative,-0.147882,Sun Apr 17 17:31:26 +0000 2016
JSavoly,Bernie takes private jet for 24-hour trip to Vatican after attacking Hillary on climate change #HillarySoQualified  https://t.co/WVui4e33lI,neutral,0,Mon Apr 18 01:48:13 +0000 2016
SharonJ44257163,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  |  https://t.co/mIlEqOu7sn,negative,-0.297461,Sun Apr 17 17:26:52 +0000 2016
carogonza,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/fxFJrLYQKk,negative,-0.308107,Sun Apr 17 17:19:45 +0000 2016
WestParkGuy,"Sanders takes charted flight to Rome burns, 33K Gallons of fuel after attacking HRC on climate change https://t.co/ijMBYwGluI",negative,-0.546153,Sun Apr 17 22:20:12 +0000 2016
GJerryGeorgatos,Sanders attacks @HillaryClinton on climate change - flies charter to Rome - burning gallons of fuel https://t.co/aQdTpXEzh6 #FeelTheFraud,negative,-0.649928,Sun Apr 17 15:24:01 +0000 2016
Honey17011,Bernie Sanders took private jet for 24-hour trip to Vatican after attacking Hillary on climate change #notameeting https://t.co/PPXqPmDhtQ,neutral,0,Sun Apr 17 14:54:18 +0000 2016
marilocosta,BS takes private jet for 24-hour trip to Vatican after attacking Hillary on climate change  | via @telegraphnews https://t.co/ZTbeIpGVT9,negative,-0.361885,Sun Apr 17 14:40:35 +0000 2016
ColinACurtis,Bernie Sanders: Waging war against the 1% by using his donor's money to live like the 0.1% https://t.co/SL7t4sY7NO via @,neutral,0,Sun Apr 17 22:55:26 +0000 2016
wingston,#Clinton-Sanders #exchange climate #change dumpster fire https://t.co/Pi34mjjbcO,negative,-0.275501,Sun Apr 17 18:20:09 +0000 2016
CGegetta,Bernie Sanders takes private jet for 24-hour after attacking Hillary Clinton on climate change  | via @telegraphnews https://t.co/wjfpASC3eE,negative,-0.350412,Sun Apr 17 20:25:36 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/GHj3Vki7sA,neutral,0,Sun Apr 17 14:28:07 +0000 2016
TS4Obama,Bernie Sanders took private jet for 24-hour trip to Vatican after attacking Hillary on climate change #notameeting https://t.co/8boEhWLxIQ,neutral,0,Sun Apr 17 14:37:50 +0000 2016
LVSASSOCIATES,"Bernie Sanders(D);We're with You Bernie in NYC &amp; your stance on CLIMATE CHANGE/No Fracking,Thanks#uvbphotochromics https://t.co/J2giZp28cI",positive,0.354566,Sun Apr 17 18:22:57 +0000 2016
jpbfrance,"@M4DD1GAN A chartered 767 runs about $17K an hour! 
https://t.co/Ox4QE4T2dz",neutral,0,Sun Apr 17 20:19:14 +0000 2016
DianaCialino,Bernie Sanders takes a private flight to Rome burning gallons of fuel just hours after attacking Hillary Clinton on climate change. Guardian,negative,-0.408919,Sun Apr 17 14:21:57 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/noOqiTcGZ0,neutral,0,Sun Apr 17 13:41:21 +0000 2016
smileyt22,Sanders takes private flight to Rome hrs after criticizing Hillary on Climate Change https://t.co/gsl6A8dFlD #ImWithHer #FeelTheBern,neutral,0,Sun Apr 17 12:21:47 +0000 2016
17ebivor,"#FeelTheHypocrisy

Bernie Sanders talks climate change, then jets off to Rome on a private plane  https://t.co/jbOmOHQTVi 
.
#feelthebern",positive,0.371511,Sun Apr 17 07:21:58 +0000 2016
hezeekielkeepo,"One argument on why Bernie’s energy proposals could raise, and not lower, U.S. greenhouse gas emissions. https://t.co/8Xi3Eh6TkQ",neutral,0,Sun Apr 17 04:24:41 +0000 2016
TeachersVGuns,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  https://t.co/Ewi7NX2z6t,negative,-0.308107,Sun Apr 17 17:21:53 +0000 2016
calling1out,"Pope: Sanders meeting was 'good manners'.  Sanders was at Rome meeting on ""income inequality &amp; climate change"". WHAT https://t.co/Bpok1VEVHZ",neutral,0,Sun Apr 17 03:22:01 +0000 2016
Patrickesque,Bernie Sanders takes private jet for 24hr trip to Vatican after attacking Clinton on climate change @telegraphnews https://t.co/lQDjxU4DjQ,negative,-0.245068,Sun Apr 17 16:41:01 +0000 2016
Kenny1918,Bernie Sanders takes private jet for 24-hr trip to Vatican after attacking Hillary on climate change @telegraphnews https://t.co/Y0YzfUfM43,negative,-0.261493,Sun Apr 17 03:16:22 +0000 2016
Bastille_Kate,"""#Bernie Takes Private Jet to Rome, Berning ~17K gal of Fuel After Attacking #Hillary on #ClimateChange""
https://t.co/AwyBMAaXhP
#BernedOut",neutral,0,Sun Apr 17 02:56:13 +0000 2016
BleuZ00m,"“Vote for Hillary =vote for #fracking”~Josh Fox on Bernie Sanders, climate change and political revolution we need https://t.co/o6vLJMFJjK",neutral,0,Sun Apr 17 02:22:48 +0000 2016
peggylane,Bernie takes a private flight to Rome burning gallons of fuel hours after attacking Hillary on climate change https://t.co/wZorgfx4sH via @,negative,-0.423338,Sun Apr 17 02:13:06 +0000 2016
Honey17011,Bernie Sanders takes private jet to 24-hour trip to Vatican after attacking Hillary on climate change #notameeting https://t.co/PPXqPmUSlo,neutral,0,Sun Apr 17 14:27:53 +0000 2016
thelom1,Sanders takes private jet for 24hour trip to Vatican after attacking Hillary on climate change  | via @telegraphnews https://t.co/90nAQwb7ux,negative,-0.236364,Sun Apr 17 00:48:10 +0000 2016
MRobertsG44,Bernie Sanders takes private flight to Rome after climate change attack on Hillary Clinton https://t.co/Ke839mBbwR via @MailOnline,negative,-0.364599,Sun Apr 17 13:27:14 +0000 2016
mehunker,Sanders takes private flight 2 Vatican burning gallons of fuel hours after attacking Hillary on climate change https://t.co/CtbDb83Q4U via @,negative,-0.372391,Sun Apr 17 11:37:22 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/uAKpOfteXf,neutral,0,Sun Apr 17 14:12:08 +0000 2016
Run4u_IsHere,Bernie Sanders takes a private flight to Rome burning gallons of fuel https://t.co/UnMIkdCuYQ via @,negative,-0.219933,Sun Apr 17 02:59:51 +0000 2016
Libertea2012,Di Caprio feels inspired by Bernie Sanders on Climate Change! #FeelTheBern https://t.co/RojRZ9xpMg https://t.co/5TLTfvxU1M,neutral,0,Sun Apr 17 02:36:50 +0000 2016
Candace_Dempsey,Bernie #Sanders  took big private jet to Rome with entourage after lecturing Clinton on climate change.,negative,-0.232971,Sun Apr 17 01:52:42 +0000 2016
RRapier,Did Bernie Sanders really fly to Europe for a 5-minute meeting with the Pope on climate change? Maybe a phone call next time?,negative,-0.357702,Sun Apr 17 01:03:15 +0000 2016
