screen_name,text,sentiment,score,time
WSCP2,"Just when I think hes bottomed out, Obama, our Bottom-feeder-in-Chief hits a new divisive low - https://t.co/wYdb4wN0rA #ClimateScam #PJNet",negative,-0.82605,Thu Apr 21 03:02:17 +0000 2016
GagneRenaud,"EPA Chief: #Obama, #EPA, Won’t ‘Slow Down’ on #ClimateChange Agenda https://t.co/1Y8saY5N8s #USpoli",negative,-0.330287,Thu Apr 21 02:15:18 +0000 2016
Climate_Cop,"#TEAParty https://t.co/GZMAkOmvwM Maybe the smartest man since Einstein, Freeman Dyson, on CO2 and climate change: An Obama supporter who d…",positive,0.560505,Thu Apr 21 02:12:12 +0000 2016
PaulGoodmanCH,"Cameron and Obama have shown that co-operation on climate change works, says Crispin Tickell on @ConHome https://t.co/0mFzUY6vtg",neutral,0,Thu Apr 21 07:43:59 +0000 2016
WSCP1,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/WZWYogCo5L #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Thu Apr 21 01:56:59 +0000 2016
coolaidkid,Crispin Tickell: Cameron and Obama have shown that co-operation on climate change works | Conservative Home https://t.co/LgYo69FbRx,neutral,0,Thu Apr 21 07:41:16 +0000 2016
Spencerthink,Crispin Tickell: Cameron and Obama have shown that co-operation on climate change works | Conservative Home https://t.co/iAdjZ9viim,neutral,0,Thu Apr 21 07:58:08 +0000 2016
AmericasPower,#SCOTUS stay on #CPP shows #Obama’s #COP21 pledge is a promise he can’t keep. https://t.co/2EOTRPYOpB https://t.co/UAKRvgM4R5,neutral,0,Wed Apr 20 21:38:03 +0000 2016
harrison_blarr,"We only need about 200 more signatures to reach our goal before #EarthDay2016, please help out and sign.

https://t.co/xTM5Sfj8t2",positive,0.248638,Wed Apr 20 19:44:28 +0000 2016
MaraHaeger,"everyone please take a second to sign this bc the earth is rad and it needs to be protected!!!!
https://t.co/PsLBzv7iRn",positive,0.567112,Wed Apr 20 18:36:28 +0000 2016
Climate_Cop,"#Paris2015 https://t.co/XWltUjXIws On April 22, Earth Day, leaders from countries around the world will attend a grand signing ceremony at …",positive,0.332882,Wed Apr 20 18:24:21 +0000 2016
anilbhattarai,"“As I survey the next 20 years, climate change worries me profoundly because of the effects that it has on all the other problems"" Obama",neutral,0,Wed Apr 20 13:58:55 +0000 2016
BetterEconomy,Bin Laden Called on Americans to Help Obama Fight ‘Catastrophic’ Climate Change https://t.co/QC4vlvgfgg #OTC2016 #oil #fracking #natgas,negative,-0.603626,Wed Apr 20 14:00:36 +0000 2016
Climate_Cop,"#Paris2015 https://t.co/GZMAkOmvwM Maybe the smartest man since Einstein, Freeman Dyson, on CO2 and climate change: An Obama supporter who …",positive,0.389575,Wed Apr 20 09:52:16 +0000 2016
stonejd,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/GZWiqqKzeb (these people need to be committed)",negative,-0.316472,Wed Apr 20 01:48:55 +0000 2016
Texastweetybird,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/5IUxWUZrZL",negative,-0.308403,Wed Apr 20 13:42:45 +0000 2016
EDinCali,Because it's based on a cult religion?~Top 5 Reasons Congress Should Reject Obama’s Climate Change Treaty https://t.co/5KOluyPEQi,neutral,0,Wed Apr 20 13:37:29 +0000 2016
WSCP2,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/MHdNLftvQ6 #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Wed Apr 20 03:56:20 +0000 2016
MarkHigbee,Briefing: Obama Gets Defensive on Climate Change https://t.co/agq0009Ebl https://t.co/XbQakitQYO,negative,-0.396309,Wed Apr 20 08:24:55 +0000 2016
WSCP1,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/WZWYogCo5L #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Wed Apr 20 00:53:55 +0000 2016
missouriwolfman,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/cjhRCfRutD",negative,-0.308403,Tue Apr 19 19:49:14 +0000 2016
US_Debt_Clock,"#ClimateChange: #Obama Is Making Promises He Can't Keep: Paul C. ""Chip"" Knappenberger

On ... https://t.co/Jdj2NB3eim #nationaldebtclock",negative,-0.69569,Tue Apr 19 21:14:24 +0000 2016
cafenetamerica,"Climate Change: Obama Is Making Promises He Can't Keep: Paul C. ""Chip"" Knappenberger

On April 22, Eart... https://t.co/swD13W1qR8 #tcot",negative,-0.69569,Tue Apr 19 20:33:23 +0000 2016
PlaceInTheSun2,"Climate Change: Obama Is Making Promises He Can't Keep: Paul C. ""Chip"" Knappenberger

On April 22, Earth Day,... https://t.co/tSBZIt3EKV",negative,-0.69569,Tue Apr 19 20:33:23 +0000 2016
RWSurferGirl1,"Obama:  “We’re moving forward on climate change, and the deniers are on their own.”

Really? Promise?",negative,-0.00363675,Tue Apr 19 17:28:27 +0000 2016
WSCP1,"Just when I think hes bottomed out, Obama, our Bottom-feeder-in-Chief hits a new divisive low - https://t.co/tlD1ucymHU #ClimateScam #PJNet",negative,-0.82605,Wed Apr 20 05:22:50 +0000 2016
newsmediawont,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/Yb7HUueRbp",negative,-0.308403,Tue Apr 19 16:19:31 +0000 2016
xpoetmarcr,"EPA Chief: 0bama admin, EPA, 'won't slow down on #climatechange agenda https://t.co/nm6dk0zI6r",negative,-0.321898,Tue Apr 19 16:05:18 +0000 2016
Vandahmier,"#EarthChanges Newsweek Climate Change: Obama Is Making Promises He Can't Keep Newsweek On April 22, Earth… https://t.co/ppCChuj0xu via #hng",negative,-0.519779,Tue Apr 19 15:45:09 +0000 2016
FredWakelin,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/unEmhLhocn",negative,-0.308403,Tue Apr 19 17:52:07 +0000 2016
eavesdropann,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/FyNK2EqE1v",negative,-0.308403,Tue Apr 19 19:10:52 +0000 2016
CryptoCoda,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda: (CNS News) – Environmental Protection Agenc... https://t.co/oXVsJpa3AQ",negative,-0.277665,Tue Apr 19 15:14:58 +0000 2016
elysium2000,"@Tobydog29 @CalebRapoport @realDonaldTrump can't complain tho, watching him was like watching Obama on climate change",negative,-0.448583,Tue Apr 19 17:49:49 +0000 2016
AppleseedLegacy,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/e5zcSI3mWo https://t.co/J2oKCGGzVk,neutral,0,Tue Apr 19 19:34:17 +0000 2016
cssueta,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/QdnK0jAdSH",negative,-0.308403,Tue Apr 19 17:49:48 +0000 2016
GIRLvsDUMB,@BlkPoliticSport I adored Obama. I disagree with much of his foreign policy and lack of effort on climate change. He has let me down on,negative,-0.634343,Tue Apr 19 17:41:45 +0000 2016
sarahdavidson63,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/xtr0zLhL3P #pleasedontgo #fourmoreyears(again!)pls,negative,-0.317477,Tue Apr 19 16:51:20 +0000 2016
yportbill,"""Better educate yourself on the ""science consensus"" .  The fact that only the government funded…"" — rsoski https://t.co/wm00atNIEi",positive,0.431926,Tue Apr 19 15:06:40 +0000 2016
PCKnappenberger,"""Putting our name on international agreement we all know is a sham doesn’t bolster efforts to curb climate change."" https://t.co/t162R1ruQE",neutral,0,Tue Apr 19 14:10:02 +0000 2016
yportbill,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/M8CqLDxc8A",negative,-0.308403,Tue Apr 19 15:05:16 +0000 2016
JLconservative,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/QualK3mbBf EPA &amp; Obama need to be stopped @GOP",negative,-0.398657,Tue Apr 19 13:33:25 +0000 2016
RichOllar,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/1NuKVO5rwT",negative,-0.308403,Tue Apr 19 17:44:23 +0000 2016
greenolizer,"EPA #Chief: #Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda #Administrator... https://t.co/G7YgBt1yLt https://t.co/Vc8TYVReWl",negative,-0.2032,Tue Apr 19 15:15:32 +0000 2016
ChancellorDaws,So the US Embassy in Turkey is pushing Obama's propaganda on climate change. Fucking bullshit! #GlobalWarming #Hoax https://t.co/89Qj25vi9P,negative,-0.705873,Tue Apr 19 12:38:18 +0000 2016
wburke20,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/OKXcC9HEAc",negative,-0.308403,Tue Apr 19 11:23:09 +0000 2016
TweetN4Trump,"1st... Ridiculous‼️ 2nd, climate change is just a scam perpetuated by theseNWO freaks like Obama. Let's focus on US! https://t.co/Nm4VDZKrRR",negative,-0.244769,Tue Apr 19 10:35:34 +0000 2016
TeaPartyOrg,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda - https://t.co/HMYGZ5Axf3",negative,-0.356127,Tue Apr 19 04:42:01 +0000 2016
ClimateTreaty,"EPA Chief: Obama, EPA, Won't 'Slow Down' on Climate Change Agenda - https://t.co/FTVswsVTeY https://t.co/0Fm5Nqqswe",negative,-0.688753,Tue Apr 19 03:54:10 +0000 2016
obamolizer,"EPA #Chief: #Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda #Administrator... https://t.co/G27JnO9T4c https://t.co/stFXs8Qs7B",negative,-0.2032,Tue Apr 19 15:14:45 +0000 2016
WSCP2,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/MHdNLfL6HE #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Tue Apr 19 03:41:20 +0000 2016
a124687,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda –  https://t.co/gRuTP3pp1b",negative,-0.230539,Tue Apr 19 13:26:03 +0000 2016
Idahograybeard,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/Sy9wQ0bgjt",negative,-0.308403,Tue Apr 19 11:25:25 +0000 2016
JeanneFischer33,Obama goes big on climate change https://t.co/f9z3hMkCDX via @msnbc @The_clark_Side,negative,-0.277972,Tue Apr 19 12:36:24 +0000 2016
THESLAMMMMER,"EPA Chief: obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/blF6nmLCyb",negative,-0.308403,Tue Apr 19 12:01:41 +0000 2016
CarolRay502000,"EPA Chief: Obama, EPA, Won't 'Slow Down' on Climate Change Agenda
https://t.co/EIHhkXVBO2
@JoAnneMoretti",negative,-0.711699,Tue Apr 19 13:04:38 +0000 2016
TeaParty_News_,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda: Author: #Tea_Party - Tea Party(CNS News) –… https://t.co/5hfXEazEXT",neutral,0,Tue Apr 19 02:22:07 +0000 2016
VDHaene,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/AF7i6FFeYJ",negative,-0.308403,Tue Apr 19 11:33:21 +0000 2016
WSCP2,"Just when I think hes bottomed out, Obama, our Bottom-feeder-in-Chief hits a new divisive low - https://t.co/wYdb4wN0rA #ClimateScam #PJNet",negative,-0.82605,Tue Apr 19 02:10:24 +0000 2016
richard_77777,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/IWHugzMMpu #tcot",negative,-0.306956,Tue Apr 19 01:03:28 +0000 2016
WSCP1,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/WZWYogCo5L #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Mon Apr 18 23:55:57 +0000 2016
DailySignal,"Targeted for not agreeing with the Obama administration on climate change, @ceidotorg is fighting back. https://t.co/BervU3F9ip",negative,-0.527549,Mon Apr 18 20:37:42 +0000 2016
Timothy_Cama,I'm dismayed that I didn't get a Pulitzer for this https://t.co/rm69yT2rM1,negative,-0.783191,Mon Apr 18 20:18:55 +0000 2016
EnergyBrief,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/ycs9YM202z by @Schineman @cnsnews",negative,-0.331216,Mon Apr 18 20:17:55 +0000 2016
B9lyEquivocal,"@Oakmount @tedcruz Obama's denying climate change and on Big Oil's payroll?  No, that would be these guys: https://t.co/D9JxgIAT7G",negative,-0.571886,Tue Apr 19 03:08:51 +0000 2016
cnsnews,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/6XqlpTQbCJ",negative,-0.308403,Mon Apr 18 20:02:38 +0000 2016
chris_bot99,The President Obama's final State of climate change into impact—apply to improve job growth on rescuing the minimum wage.,negative,-0.234706,Mon Apr 18 18:24:28 +0000 2016
TerriMarsh11,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/2WwH9CNfDN #TRUMP2016 #CALIFORNIAFORTRUMP",neutral,0,Tue Apr 19 00:45:35 +0000 2016
teapartynew,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/3PTnBFZqem",negative,-0.308403,Tue Apr 19 02:42:12 +0000 2016
ETTalkShow,"Obama causing havoc with EPA. EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda. https://t.co/rYwC7nZBfg",negative,-0.530242,Tue Apr 19 02:47:35 +0000 2016
Environment24x7,"EPA Chief: Obama, EPA, Won't 'Slow Down' on Climate Change Agenda - https://t.co/O1L7bF5MZ6 https://t.co/YDVBvZCCqx",negative,-0.688753,Tue Apr 19 02:24:07 +0000 2016
BrewRed,@jbouie The only way this argument works is by totally ignoring the progress Obama has made - for example his work on climate change. 1/,negative,-0.381546,Mon Apr 18 16:38:04 +0000 2016
D1N49GEE,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/BNkZRt4qIz ENVIROMENTAL COMMUNISM, AGENDA 21 TO KILL ECONOMY",negative,-0.655615,Tue Apr 19 01:31:53 +0000 2016
TurkanaDK,The U.S. and China. Lead. No one should underestimate the relationship Obama has built with China on climate change  https://t.co/fd0IE4dWZc,negative,-0.211504,Mon Apr 18 16:34:14 +0000 2016
CrockettLives,"OBAMA NATION: Dem AGs, climate change groups colluded on prosecuting dissenters, emails show https://t.co/D4qZkiSxMH #tcot",negative,-0.294761,Mon Apr 18 15:04:30 +0000 2016
Climate_Cop,"#CarbonSwindle https://t.co/GZMAkOmvwM Maybe the smartest man since Einstein, Freeman Dyson, on CO2 and climate change: An Obama supporter …",positive,0.293651,Mon Apr 18 11:18:08 +0000 2016
highazvalley,"https://t.co/2JIAxmQhgQ
Whether or not you are submitting to this PC ""story"" in the fullness of time, it is weather...",negative,-0.360673,Mon Apr 18 07:43:25 +0000 2016
WSCP1,"Just when I think hes bottomed out, Obama, our Bottom-feeder-in-Chief hits a new divisive low - https://t.co/tlD1ucgLjk #ClimateScam #PJNet",negative,-0.82605,Mon Apr 18 04:54:43 +0000 2016
ap215,Pres Obama walks along the WH colonnade after making a statement on the landmark climate change agreement reached e https://t.co/hwg7R86Gk2,positive,0.326236,Sun Apr 17 23:34:34 +0000 2016
WSCP1,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/WZWYogCo5L #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Sun Apr 17 23:41:06 +0000 2016
Order227blog,"EPA Chief: Obama, EPA, Won’t ‘Slow Down’ on Climate Change Agenda https://t.co/1NGTUxOOgn",negative,-0.308403,Mon Apr 18 20:14:19 +0000 2016
mj_palin,"#EPAChief: #Obama has 'changed the dynamic' on climate change https://t.co/zPNs0WKEOY  - @POTUS-&amp;-#US,Do,#ActOnClimate (RT/TY @OFATruthTeam)",neutral,0,Mon Apr 18 18:43:00 +0000 2016
Kitsandcrafts,"OBAMA CLIMATE CHANGE WARNING - Depicts Stark Future Without Action on Climate Change
#ClimateChangeIsAHoax @carbon https://t.co/rCE3aVfKM4",negative,-0.506482,Sun Apr 17 19:38:01 +0000 2016
DanJWeiss,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/Q5SBFtrIbS,neutral,0,Mon Apr 18 17:05:05 +0000 2016
a35362,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/LvStDvHHNM,neutral,0,Mon Apr 18 01:30:29 +0000 2016
janimine,"Every airport, hotel &amp; institute in the world is on edge worried about Islamic terrorism. Obama &amp; Liberals continue to sing Climate Change",negative,-0.571143,Sun Apr 17 12:09:04 +0000 2016
clawrence23,"Very powerful by #Obama on why #Trump will not be president, and on #climate change thx @carstenknop https://t.co/pfwgyBCTRJ",positive,0.682712,Sun Apr 17 12:02:23 +0000 2016
KevinDa02748187,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/SUmOp9cKmR,neutral,0,Sun Apr 17 05:50:20 +0000 2016
zpravycz,[ Politics ] Open Question : Why hasn't Obama come out and blamed the Killer Earthquakes lately on Climate Change and Republican's?,negative,-0.858213,Sun Apr 17 07:11:09 +0000 2016
WSCP2,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/MHdNLfL6HE #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Mon Apr 18 01:54:18 +0000 2016
MariuSuarez,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/8G45dCpxAg,neutral,0,Sun Apr 17 02:18:56 +0000 2016
PepadelToro,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/Wvch8Xnoj6,neutral,0,Sun Apr 17 19:53:35 +0000 2016
PeggyStuart,EPA chief: Obama has 'changed the dynamic' on climate change | TheHill https://t.co/D0re6Mjouc,neutral,0,Sun Apr 17 02:17:07 +0000 2016
Globalbuys,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/6bPRqTodVI,neutral,0,Sun Apr 17 18:11:27 +0000 2016
adjordan,EPA chief: Obama has 'changed the dynamic' on #climatechange https://t.co/gmt92SVqPK Let's Ban Fracking on Public Land,negative,-0.309938,Sun Apr 17 17:59:06 +0000 2016
JacquelinSusann,@ObamaNews I TOLD YOU OBAMA THAT CLIMATE CHANGE WAS A HOAX/SCAM!  Shme on your destruction of America! https://t.co/ZdbLaUKkzm,negative,-0.258481,Sun Apr 17 02:01:20 +0000 2016
StanLeeGee,EPA chief: Obama has 'changed the dynamic' on climate change #UniteBlue #Hillary #ShesWithUs #VoteBlue #GOTV https://t.co/cU85Tn4Ang,positive,0.219794,Sun Apr 17 17:56:28 +0000 2016
WSCP2,"Just when I think hes bottomed out, Obama, our Bottom-feeder-in-Chief hits a new divisive low - https://t.co/wYdb4wN0rA #ClimateScam #PJNet",negative,-0.82605,Sun Apr 17 01:45:19 +0000 2016
APeninsulaMan,"@pudderboy i can just hear Obama. ""I won't stand up on  climate change/planet  til Koch brothers/tea party  does."".. @RBReich @SenSanders",negative,-0.264179,Sun Apr 17 00:03:18 +0000 2016
Climate_Cop,#ClimateChange https://t.co/uG02wvCKWB UPDATE Obama Pivots To Climate Change Posted on 24-Jun-2013 by cosmoscon Now that Obama fixed our ec…,neutral,0,Sun Apr 17 13:36:14 +0000 2016
tomsherry8,@RealTimers Obama is a terrible president on civil liberties he is just like the republicans doing nothing about climate change,negative,-0.779485,Sat Apr 16 23:29:11 +0000 2016
dgodon,"@haroldpollack @Abt_Thomas despite having Obama and Clinton lead us, we're still losing race on climate change and income inequality",negative,-0.735179,Sat Apr 16 22:48:32 +0000 2016
grazen49,@BarackObama @nytimes. Sorry Mr Obama climate change can wait focus on good jobs not fast food jobs  and Muslim brotherhood extremists,negative,-0.654162,Sat Apr 16 23:22:52 +0000 2016
deaniemills,EPA chief: Obama has 'changed the dynamic' on climate change | TheHill https://t.co/CMLkvAFHZj,neutral,0,Sat Apr 16 22:11:15 +0000 2016
dgendvil,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/BDXIlUvonT,neutral,0,Sat Apr 16 21:50:42 +0000 2016
dgendvil,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/4Yq1STC3zO,neutral,0,Sat Apr 16 21:43:39 +0000 2016
CLIME_IT,"Obama on Climate Change: ""Act Now or Condemn World to a Nightmare"" https://t.co/dwjByIQEzk via @nbcnews https://t.co/ilZ8l0bjEx",negative,-0.699652,Sun Apr 17 05:01:22 +0000 2016
kbunky1,@spz_trader maybe the USA should join in the agreement . Obama could show he serious on climate change and  show his friendship for Muslims,negative,-0.225714,Sun Apr 17 03:29:37 +0000 2016
WSCP2,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/MHdNLfL6HE #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Sun Apr 17 01:00:19 +0000 2016
gebf456,@gmbutts-how much $$$ have you told justin to spend on our national debt???Climate change???Go back to obama machine.You fixed our election,negative,-0.429558,Sat Apr 16 19:51:56 +0000 2016
Abbenrode,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/HpyGpB6Ppr,neutral,0,Sun Apr 17 00:54:05 +0000 2016
debradoll1,EPA chief: Obama has 'changed the dynamic' on climate change - https://t.co/KA1LmKnWwx #GoogleAlerts,neutral,0,Sat Apr 16 13:10:42 +0000 2016
constructionlca,President Obama on Climate Change and why it gets him anxious and keeps him up at night https://t.co/PFciIUkhz2,neutral,0,Sat Apr 16 20:35:07 +0000 2016
WSCP1,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/WZWYogCo5L #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Sat Apr 16 22:41:57 +0000 2016
dgendvil,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/yRxyBzrkgI,neutral,0,Sat Apr 16 21:50:17 +0000 2016
dgendvil,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/GnNd2nsQQC,neutral,0,Sat Apr 16 21:49:08 +0000 2016
GoodOleWoody,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/Iuxj50xOZ7,neutral,0,Sat Apr 16 18:36:44 +0000 2016
environmentguru,EPA chief: Obama has &amp;Number 039changed the dynamic&amp;Number 039 on climate change: President… https://t.co/t2Hm0uHDFd,neutral,0,Sat Apr 16 04:52:44 +0000 2016
Spanishcountry,EPA chief: Obama has 'changed the dynamic' on climate change https://t.co/dOMFWApEl2,neutral,0,Sat Apr 16 18:54:49 +0000 2016
PatriotCzar,"suppose he's a perfect person
the 2nd coming of Obama - walks on climate change etc
what about original sin? @loretta_stiles @chopperpilot14",positive,0.464023,Sat Apr 16 03:31:23 +0000 2016
davelcaulley,"Bernie, Obama, and Hillary are all on the same page.. They're far more concerned about climate change than jobs...  https://t.co/egQ2NiV5j7",negative,-0.547303,Sat Apr 16 04:22:07 +0000 2016
GLOBSEC,"""Proud of Obama’s record on climate change
Americans don’t like multilateralism - it has too many isms"" @madeleine #GLOBSEC2016",positive,0.450286,Sat Apr 16 14:57:59 +0000 2016
updatesbot,Obama calls on young scientists to https://t.co/zfaz1uzTR1 DISTRESS - CLIMATE CHANGE #calls #change #climate FREE PROMOTIONS ADS GRATIS,neutral,0,Sat Apr 16 10:10:19 +0000 2016
gatman7,"NASA Threatens Individuals on Social Media Who Deny Climate Change https://t.co/1j9wn99c1d Obama has subverted NASA with radicals, #Treason",negative,-0.306563,Sat Apr 16 00:55:07 +0000 2016
WSCP2,Obama EPA set to act against Congress &amp; American People on climate change. https://t.co/MHdNLfL6HE #ClimateScam #TeaParty #tcot #PJNET,negative,-0.431215,Fri Apr 15 23:06:16 +0000 2016
19muggs45,"@BreitbartNews and obama is pushing ""WAR on CLIMATE CHANGE"".....He is ignorant as to the total contribution that the ""ILLEGALS"" make Nuf Ced",negative,-0.740096,Sat Apr 16 00:04:18 +0000 2016
