screen_name,text,sentiment,score,time
lpdoyle,We’re out of time on climate change. And Hillary Clinton helped get us here |  Naomi Klein https://t.co/QEIiGJ3T9p,neutral,0,Wed Apr 20 01:00:08 +0000 2016
ColinACurtis,Bernie Sanders: Waging war against the 1% by using his donor's money to live like the 0.1% https://t.co/SL7t4sY7NO via @,neutral,0,Sun Apr 17 22:55:26 +0000 2016
eelawl1966,"We’re out of time on climate change. And Hillary Clinton helped get us here | Naomi Klein

#NYPrimary 
 https://t.co/Va6EwpdiQB",neutral,0,Sun Apr 17 22:31:34 +0000 2016
WestParkGuy,"Sanders takes charted flight to Rome burns, 33K Gallons of fuel after attacking HRC on climate change https://t.co/ijMBYwGluI",negative,-0.546153,Sun Apr 17 22:20:12 +0000 2016
jpbfrance,"@M4DD1GAN A chartered 767 runs about $17K an hour! 
https://t.co/Ox4QE4T2dz",neutral,0,Sun Apr 17 20:19:14 +0000 2016
rockylane,"That is right!
Naomi Klein has hit the nail on the head!
We will do next to NOTHING to get off of Fossil Fuels... https://t.co/hgzSJRTjGS",negative,-0.0299566,Tue Apr 19 22:13:06 +0000 2016
bilRBE,"The Clinton-Sanders exchange on climate change was a dumpster fire https://t.co/3tmFhG4mXJ Bernie -D, Hillary -C!",negative,-0.218475,Mon Apr 18 02:18:13 +0000 2016
wingston,#Clinton-Sanders #exchange climate #change dumpster fire https://t.co/Pi34mjjbcO,negative,-0.275501,Sun Apr 17 18:20:09 +0000 2016
sarahelabance,Where do Bernie and Hillary stand on the #environment? https://t.co/Nq1kCY4CjE #climate #fracking #FeeltheBern #WhichHillary,negative,-0.431896,Tue Apr 19 01:48:39 +0000 2016
srcorrespondent,‘Fractivists’ Increase Pressure on Hillary Clinton and Bernie Sanders in New York https://t.co/AItXkRGUaV @tripgabriel reports,negative,-0.242206,Mon Apr 18 18:15:30 +0000 2016
TeachersVGuns,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  https://t.co/Ewi7NX2z6t,negative,-0.308107,Sun Apr 17 17:21:53 +0000 2016
GJerryGeorgatos,Sanders attacks @HillaryClinton on climate change - flies charter to Rome - burning gallons of fuel https://t.co/aQdTpXEzh6 #FeelTheFraud,negative,-0.649928,Sun Apr 17 15:24:01 +0000 2016
MRobertsG44,Bernie Sanders takes private flight to Rome after climate change attack on Hillary Clinton https://t.co/Ke839mBbwR via @MailOnline,negative,-0.364599,Sun Apr 17 13:27:14 +0000 2016
CGegetta,Bernie Sanders takes private jet for 24-hour after attacking Hillary Clinton on climate change  | via @telegraphnews https://t.co/wjfpASC3eE,negative,-0.350412,Sun Apr 17 20:25:36 +0000 2016
smileyt22,Sanders takes private flight to Rome hrs after criticizing Hillary on Climate Change https://t.co/gsl6A8dFlD #ImWithHer #FeelTheBern,neutral,0,Sun Apr 17 12:21:47 +0000 2016
Bastille_Kate,"""#Bernie Takes Private Jet to Rome, Berning ~17K gal of Fuel After Attacking #Hillary on #ClimateChange""
https://t.co/AwyBMAaXhP
#BernedOut",neutral,0,Sun Apr 17 02:56:13 +0000 2016
Run4u_IsHere,Bernie Sanders takes a private flight to Rome burning gallons of fuel https://t.co/UnMIkdCuYQ via @,negative,-0.219933,Sun Apr 17 02:59:51 +0000 2016
rimonima,"""Regardless of his criticism on fossil fuels, Sanders still decided to fly to Rome following the debate..."" https://t.co/u52PoeaXGw",neutral,0,Sat Apr 16 23:39:03 +0000 2016
buzzdoug,Bernie Sanders takes a private flight to Rome to speak at the Vatican conference - burning... https://t.co/wB8ZaQtnLu,negative,-0.4518,Sat Apr 16 23:31:47 +0000 2016
meta_guide_va,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change -… https://t.co/nkuQjoODdR,negative,-0.225203,Sun Apr 17 00:05:04 +0000 2016
CrizzlesButtons,"#news We’re out of time on climate change. And Hillary Clinton helped get us here: by Naomi Klein
... https://t.co/cEyef8j1S7 #think #ctl",neutral,0,Sun Apr 17 19:47:06 +0000 2016
mehunker,Sanders takes private flight 2 Vatican burning gallons of fuel hours after attacking Hillary on climate change https://t.co/CtbDb83Q4U via @,negative,-0.372391,Sun Apr 17 11:37:22 +0000 2016
carogonza,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/fxFJrLYQKk,negative,-0.308107,Sun Apr 17 17:19:45 +0000 2016
DianaCialino,Bernie Sanders takes a private flight to Rome burning gallons of fuel just hours after attacking Hillary Clinton on climate change. Guardian,negative,-0.408919,Sun Apr 17 14:21:57 +0000 2016
SharonJ44257163,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  |  https://t.co/mIlEqOu7sn,negative,-0.297461,Sun Apr 17 17:26:52 +0000 2016
LeoKapakosNY,Bernie takes a private flight to Rome-burning gallons of fuel after attacking Hillary on climate change. SMH. https://t.co/imeXeW3F7J via @,negative,-0.548228,Sun Apr 17 00:05:28 +0000 2016
peggylane,Bernie takes a private flight to Rome burning gallons of fuel hours after attacking Hillary on climate change https://t.co/wZorgfx4sH via @,negative,-0.423338,Sun Apr 17 02:13:06 +0000 2016
SalPundini,@BigJoeBastardi Bernie Sanders private flight to Rome burning gallons after attacking Hillary on climate change https://t.co/Pfh7HBiWVh,negative,-0.349943,Sat Apr 16 21:56:35 +0000 2016
buzzdoug,Bernie Sanders takes a private flight to Rome to speak at the Vatican conference - burning... https://t.co/jQ9emrP0iV,negative,-0.4518,Sat Apr 16 23:30:52 +0000 2016
WavyCA,@BernieSanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/9dlYO9JzoO,negative,-0.326631,Sat Apr 16 21:17:52 +0000 2016
klmccook,Bernie Sanders private jet  to Vatican after attacking Hillary Clinton on climate change  | via @telegraphnews https://t.co/DbUHgFvdL4,negative,-0.26299,Sat Apr 16 22:31:31 +0000 2016
ScotClimate,Junkscience:Bernie Sanders takes a private flight to Rome to speak at the Vatican conference – burning gallons of f https://t.co/Np6csclKyZ,negative,-0.224292,Sat Apr 16 20:56:08 +0000 2016
GopSux2,"Oops...Bern's 10 Minutes Are More Important Than The Environment?  
https://t.co/1ckrSm9F4W",positive,0.422447,Sat Apr 16 20:58:50 +0000 2016
PlantsLoveCO2,Junkscience:Bernie Sanders takes a private flight to Rome to speak at the Vatican conference – burning gallons of f https://t.co/P2DVjJvRgX,negative,-0.224292,Sat Apr 16 20:56:07 +0000 2016
AllanMargolin,Breaking Down #Clinton &amp; Sanders's Opposing views on #ClimateChange https://t.co/RDWbJYiakT via @Newsweek @JamiaStarheart @starfirst,negative,-0.75994,Sat Apr 16 20:55:10 +0000 2016
mill09,BS takes private flight burning thousands of gallons of fuel moments after attacking HRC on climate change.......https://t.co/9g19lTBcwJ,negative,-0.515682,Sat Apr 16 20:50:18 +0000 2016
JunkScience,Nothing says social justice like jet-setting warmism. https://t.co/FDODjHOa4g https://t.co/TA6oAnUMzv,neutral,0,Sat Apr 16 20:40:25 +0000 2016
TObrazcova,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change   https://t.co/lfTvKqQzzQ,negative,-0.308107,Sat Apr 16 20:17:09 +0000 2016
WavyCA,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/9dlYO9JzoO,negative,-0.308107,Sat Apr 16 20:47:16 +0000 2016
TObrazcova,Bernie  Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/lfTvKqQzzQ,negative,-0.308107,Sat Apr 16 17:14:43 +0000 2016
Maxeightyeight,"Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change 

https://t.co/VmklBC0dJ8",negative,-0.422923,Sat Apr 16 16:14:32 +0000 2016
LgclLibertarian,Sanders takes private flight to Vatican—using gallons of fuel hours after attacking Clinton on climate change https://t.co/dnBDTkDrAZ,negative,-0.409769,Sat Apr 16 17:05:06 +0000 2016
AliceMannPhd,Breaking down Clinton and Sanders's opposing philosophies on climate change https://t.co/Mdv39FHmrC,negative,-0.782205,Sat Apr 16 16:05:57 +0000 2016
Tony_McDay,@danmericaCNN Oh the hypocrisy  .....https://t.co/9PQMbYtzC8,negative,-0.548754,Sat Apr 16 16:16:10 +0000 2016
AnitaFinlay,Bernie takes a private flight to Vatican - burning fuel after attacking Hillary on climate change https://t.co/wc4tTHgPKb via @sharethis,negative,-0.404185,Sat Apr 16 16:54:08 +0000 2016
BarbRBailey,Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/7ENJMebHMD #hypocrite,negative,-0.472999,Sat Apr 16 16:05:18 +0000 2016
Pat120,Bernie Sanders takes entourage on a private jet to Rome hours after attacking Hillary Clinton on climate change. https://t.co/fha1yfzQ7c,negative,-0.456863,Sat Apr 16 18:42:19 +0000 2016
TObrazcova,Bernie Sanders takes private  jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/lfTvKqQzzQ,negative,-0.308107,Sat Apr 16 18:27:07 +0000 2016
reform_si,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  https://t.co/xdR3z4KirJ,negative,-0.308107,Sat Apr 16 18:32:42 +0000 2016
TObrazcova,Bernie Sanders takes private jet for 24-hour trip to Vatican https://t.co/lfTvKqQzzQ via @50skyshades,neutral,0,Sat Apr 16 14:00:39 +0000 2016
klein5jen,Apparently the revolution means lobster sliders on a near empty plane: Bernie Sanders' chartered flight to Rome. https://t.co/cnXagNnYps,negative,-0.398342,Sat Apr 16 14:29:11 +0000 2016
TObrazcova,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/lfTvKqQzzQ,negative,-0.308107,Sat Apr 16 09:28:40 +0000 2016
KirstinElaine1,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  https://t.co/EIMFKFT7SW,negative,-0.308107,Sat Apr 16 14:59:44 +0000 2016
sortofcai_,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/HlvM9YZ8l6,negative,-0.308107,Sat Apr 16 11:21:31 +0000 2016
kbenweg,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/eD6KKOZSeo,negative,-0.308107,Sat Apr 16 10:03:12 +0000 2016
TObrazcova,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/2G576MiT4x,negative,-0.308107,Sat Apr 16 09:21:43 +0000 2016
AllanMargolin,Breaking Down #Clinton &amp; Sanders's Opposing views on #ClimateChange https://t.co/RDWbJYiakT via @Newsweek @iVote4USA @BeltwayPanda @DaleF3,negative,-0.75994,Sat Apr 16 11:25:05 +0000 2016
suzanneewright,"Bernie Sanders burns33,193 gallons of fuel on   Round trip flight to Rome after railing abt 'climate chg'
https://t.co/kHv6h19YCi",negative,-0.217918,Sat Apr 16 08:02:45 +0000 2016
usnews1776,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/tMqiVcxaiN,negative,-0.308107,Sat Apr 16 07:02:25 +0000 2016
NoKill20kmLife,Breaking down Clinton and Sanders's opposing philosophies on climate change https://t.co/jafbYMmgDR #BernieSanders,negative,-0.777891,Sat Apr 16 06:53:32 +0000 2016
igeldard,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/hV84KEGZSv,negative,-0.308107,Sat Apr 16 07:02:25 +0000 2016
DDGWill,This socialist spent more of your donations and my tax dollars on the vatican day trip then he earned last year.... https://t.co/QmJGhzOfuj,neutral,0,Sat Apr 16 07:16:14 +0000 2016
Deir_in_DC,@Innomen @Jlynch661 They're giving him crap on the Daily Mail as though he could've parasailed there. https://t.co/oyiWff4L19,negative,-0.351132,Sat Apr 16 06:03:38 +0000 2016
whitebg19611,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/6WryRTyXAL,negative,-0.308107,Sat Apr 16 05:17:58 +0000 2016
FraukeDE,#BernieAtTheVatican news on nepotism (10 family members) and hypocrisy... #FleeTheBern https://t.co/xemBtKqTHd,negative,-0.494938,Sat Apr 16 05:53:26 +0000 2016
whitebg19611,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  #MSNBC,negative,-0.38975,Sat Apr 16 05:17:44 +0000 2016
expatina,"@448supply See paragraph on one-way US $200k. Also, Hillary was never paid $600k for a speech. 
https://t.co/8grRpAWFG2",negative,-0.29724,Sat Apr 16 08:40:51 +0000 2016
adirado29,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  https://t.co/Fod5za0cSG,negative,-0.308107,Sat Apr 16 03:50:26 +0000 2016
iainaprice,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change Telegraph,negative,-0.37441,Sat Apr 16 02:52:30 +0000 2016
To_The_Left_RR,"To The Left

This is the most detailed article I have found so far on the trip. I am sure more will come. The... https://t.co/EmjzruTf0E",positive,0.17157,Sat Apr 16 03:20:04 +0000 2016
JLownLaw,"Sanders takes a private flight to Rome burning gallons of fuel just hours after attacking Clinton on #climatechange
https://t.co/Hi9WG0y1aX",negative,-0.512273,Sat Apr 16 00:59:47 +0000 2016
barbls23,Bernie Sanders takes flight to Rome burning gallons of fuel after attacking Hillary Clinton on climate change: https://t.co/Lt91ClBmQy,negative,-0.536187,Sat Apr 16 01:43:24 +0000 2016
adirado29,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change @cher https://t.co/Fod5za0cSG,neutral,0,Sat Apr 16 03:35:38 +0000 2016
evefranklyn,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  https://t.co/8igsN0tLgH,negative,-0.308107,Sat Apr 16 00:24:29 +0000 2016
Zuzu1025,Bernie takes private flight to Rome burning gallons of fuel just hours after attacking Hillary on climate change. https://t.co/XnhSPF6TQF,negative,-0.382206,Sat Apr 16 06:15:34 +0000 2016
DoubleClick___,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change :  https://t.co/kmY5BUhOKl,negative,-0.361051,Sat Apr 16 00:24:21 +0000 2016
burgerhours,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change... https://t.co/9aWKe5kci4,negative,-0.487993,Sat Apr 16 02:47:37 +0000 2016
Truthbuster,"#Sanders takes priv flight to Rome to speak for 10mins, burning gallons of fuel after assailing #Clinton on climate https://t.co/OZTGaJcbm5",negative,-0.400858,Sat Apr 16 02:18:30 +0000 2016
ukrainegreen,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change... https://t.co/phZJHGGRh3,negative,-0.487993,Sat Apr 16 02:19:46 +0000 2016
dysfashional,Yes it was a horrible ski season for NYS but really is Hillary Clinton off her tits? Running NYS Primary ads focusing on climate change...,negative,-0.815583,Sat Apr 16 02:30:32 +0000 2016
Boiarski,St. Bernie Sanders takes flight to Rome to speak at the Vatican conference after attacking Hillary on Climate Change https://t.co/XDohUVqEAO,negative,-0.37939,Sat Apr 16 02:08:24 +0000 2016
TheVaticanNews,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change https://t.co/LZzRMX7nER,negative,-0.308107,Sat Apr 16 01:11:05 +0000 2016
DominichiCreel,Bernie burning gallons of fuel just hours after attacking @HillaryClinton on climate change https://t.co/mLIJNNJsS0,negative,-0.495771,Fri Apr 15 22:33:27 +0000 2016
TallyAnnaE,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  | https://t.co/D1poZ9a6eT,negative,-0.297461,Sat Apr 16 00:35:49 +0000 2016
vatican_news,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change -… https://t.co/KatKWxprjp,negative,-0.225203,Sat Apr 16 00:28:07 +0000 2016
siliconvalleyex,".@sensanders on junket 2 Rome w/10 family members, chartered 757 at expense of his small donors #vettingbernie https://t.co/g091fSMVN9",neutral,0,Fri Apr 15 22:31:53 +0000 2016
HillaryHomeGirl,".@BernieSanders takes private flight to Rome, burning gallons of fuel, hours after attacking HRC on climate change https://t.co/SDUM6C18Wa",negative,-0.271064,Fri Apr 15 20:38:35 +0000 2016
IamredBOT,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  https://t.co/KlecmZOSXp,negative,-0.308107,Sat Apr 16 00:20:10 +0000 2016
newsmore30,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change  https://t.co/ml3WiLsVt3,negative,-0.308107,Sat Apr 16 00:24:22 +0000 2016
Thinking_Grey,Bernie Sanders takes private jet for 24-hour trip to Vatican after attacking Hillary Clinton on climate change :  https://t.co/CxtocB1KSr,negative,-0.361051,Sat Apr 16 00:24:19 +0000 2016
RoseFromPhila,Bernie Sanders private flight 2Rome burning gallons of fuel hours after  attacking Hillary Clinton on climate change https://t.co/doPicmEyYa,negative,-0.311562,Sat Apr 16 00:17:22 +0000 2016
MaryannFish814,"The fact that #BernieSanders is being attacked for this is ridiculous. Come on,did they want him to walk? Smh....https://t.co/jtXqb5G3wF",negative,-0.712504,Fri Apr 15 22:37:37 +0000 2016
BeachPeanuts,"Bernie takes private flight to Rome burning gallons of fuel hours after attacking Hillary Clinton on climate change
https://t.co/742VSJ26UL",negative,-0.50238,Fri Apr 15 22:44:01 +0000 2016
DominichiCreel,@AdamSmith_USA Sanders burning gallons of fuel just hours after attacking @HillaryClinton on climate change https://t.co/mLIJNNJsS0,negative,-0.425076,Fri Apr 15 22:34:47 +0000 2016
UF2,"Just Hours After Hitting Hillary On Climate Change, Bernie Takes Private Jet To Rome. Peasants need not understand https://t.co/6MVoMQuMeE",negative,-0.361301,Fri Apr 15 21:04:54 +0000 2016
mkhoury,"#feelthebern take privte 767 to Rome, #berns 1000s gallons/fuel aftr attckng Clinton on climate chg. Love headlines! https://t.co/eltOMYYjjo",positive,0.664751,Fri Apr 15 18:50:49 +0000 2016
AmberAshley_Ann,"Just hours after attacking Hillary on climate change, Bernie took a private flight that burned tons and tons of... https://t.co/fNQ5ri4EIg",negative,-0.525579,Fri Apr 15 18:20:08 +0000 2016
tomkerting,Breaking down Clinton and Sanders' opposing philosophies on climate change https://t.co/jaL4tOTT6N via @NewsweekEurope #climatedesk @Aircolo,negative,-0.801627,Fri Apr 15 17:22:45 +0000 2016
NewsweekEurope,Breaking down Clinton and Sanders's opposing philosophies on climate change https://t.co/PhlzgpuCfm,negative,-0.782205,Fri Apr 15 16:25:07 +0000 2016
TonyFrancis70,Bernie Sanders &amp; Hillary Clinton debate on climate change - highlights. Sanders: incrementalism too slow  https://t.co/FKatk9Ttum via @grist,negative,-0.18946,Fri Apr 15 13:37:16 +0000 2016
zesty_hillary,Sanders accuses Clinton of ‘incrementalism’ on climate change https://t.co/f9XRU8IQDC #Hillary #Hillary2016 https://t.co/0b6O28N1au,negative,-0.298598,Fri Apr 15 12:30:12 +0000 2016
chinorubeitp,We’re out of time on capitalism. And Hillary Clinton helped get us here | Naomi Klein https://t.co/I5DtZz9BuG,neutral,0,Fri Apr 15 10:00:04 +0000 2016
Nicole6293,We’re out of time on climate change. And Hillary Clinton helped get us here | Naomi Klein https://t.co/ECDwwjk5CC,neutral,0,Fri Apr 15 09:58:19 +0000 2016
Jonathanky74,Sanders takes a private flight to Rome  - burning gals of fuel just hrs after attacking  Clinton on climate change https://t.co/Y8SwWa7toL,negative,-0.255589,Fri Apr 15 20:18:00 +0000 2016
TheTanDiaries,@BernieSanders takes private flight to Vatican - hours after attacking @HillaryClinton on climate change https://t.co/VXVvO8qe4R,negative,-0.480627,Fri Apr 15 20:30:25 +0000 2016
Cecalli_Helper,Debate that got to heart of the 2 candidates’ different philosophies on #climate action https://t.co/dLac3ReBlC #nonukes #climate #policy,neutral,0,Fri Apr 15 19:34:09 +0000 2016
Montgomery_bjm,Did he release his taxes before he took his family on a Roman Holiday? #BernieattheVatican https://t.co/ehfaPDM2Nb https://t.co/zzHU5UsVbT,neutral,0,Fri Apr 15 19:28:28 +0000 2016
FortressStratCo,#Sanders takes private flight to Rome to speak at Vatican conference after attacking Clinton on climate change https://t.co/VPaByxtbt4,negative,-0.335167,Fri Apr 15 19:21:47 +0000 2016
therosiereed,"Nice hit by Clinton on Sanders for not being a pragmatist on the climate change agreement, and nice counter-punch by Bernie on Hillary expan",neutral,0,Fri Apr 15 18:03:56 +0000 2016
valley4hillary,Hillary Clinton's plan to take on climate change https://t.co/DNXvChFZ9T,negative,-0.359743,Fri Apr 15 02:16:32 +0000 2016
Newsweek,Breaking down Clinton and Sanders's opposing philosophies on climate change https://t.co/TfV2C8JOlW https://t.co/BvU5Qsw53L,negative,-0.772829,Fri Apr 15 17:15:01 +0000 2016
hellokitsune_,"Hillary Clinton: ""I am a leader on solving the issue of climate change.""

Also Hillary Clinton: *supports fracking*",negative,-0.2915,Fri Apr 15 02:05:13 +0000 2016
nprpolitics,Hillary Clinton responding to Sanders' critiques of her work on climate change: https://t.co/nZ2m1TcPJ3,negative,-0.411678,Fri Apr 15 02:04:44 +0000 2016
RedEyesWide,Hillary Clinton is using the Chewbacca is a Wookie defense on climate change #DemDebate,neutral,0,Fri Apr 15 02:03:40 +0000 2016
dannybhoyo13,Climate change--dead last in the ranking of issues.   Gun Control--Citizens against.  Nice job picking the issues. https://t.co/jx8ziVFcUy,negative,-0.0712378,Fri Apr 15 09:55:18 +0000 2016
GRI_LSE,Hillary Clinton &amp; Bernie Sanders clash over carbon taxes &amp; other policies to tackle climate change https://t.co/1q2cORwwfN Via @Timothy_Cama,negative,-0.703945,Fri Apr 15 08:10:15 +0000 2016
nickdimorohere,Hillary Clinton is in the pocket of fracking companies. She has no credibility on the issue of climate change. #DemDebate,negative,-0.532007,Fri Apr 15 02:02:25 +0000 2016
Peter_Lote,Why did Hillary Clinton refuse to give a definitive answer on social security and climate change? #YesorNo #demdebate,negative,-0.53009,Fri Apr 15 03:22:51 +0000 2016
jaycamikenGL,"#Bernie Accuses #Hillary of ‘Incrementalism’ on #ClimateChange https://t.co/EForSBPTEv
#Bernie2016 #NYDebate https://t.co/w3RzNII46a",negative,-0.47842,Fri Apr 15 06:00:27 +0000 2016
arishmaryshow,🚧 Bernie Sanders and Hillary Clinton differ on climate change. https://t.co/bt8hiVTujb,negative,-0.250767,Fri Apr 15 06:58:09 +0000 2016
duvall_jd,"Democrats spar over climate change: During Thursday's CNN Democratic Debate, Hillary Clinton and Bern... https://t.co/k2eUq1zdc0 @TeamLOA",negative,-0.300196,Fri Apr 15 02:57:48 +0000 2016
WorldStove,@SenatorBoxer how canU fight climate change &amp;support a candidate who pushed fracking on the world?#keepitintheground https://t.co/NCfuofc1BK,neutral,0,Thu Apr 14 18:34:16 +0000 2016
peterjroth,Hillary Clinton's plan to take on climate change https://t.co/81ASmbBhFk,negative,-0.359743,Fri Apr 15 02:11:56 +0000 2016
StanNjuguna19,One hit kill for Clinton on climate change and pretty much everything else - https://t.co/YDTf0HMPPH,negative,-0.563231,Fri Apr 15 02:10:25 +0000 2016
